GEO_ID,State,County,POPESTIMATE2019,Est. Med HH Income (2018 Dollars),Margin of Error,Lat,Lng
0500000US01001,Alabama,Autauga County,55869,58786,2972,32.5791817,-86.49965460000001
0500000US01003,Alabama,Baldwin County,223234,55962,1204,30.6010744,-87.77633329999999
0500000US01005,Alabama,Barbour County,24686,34186,2552,31.8172896,-85.35496499999999
0500000US01007,Alabama,Bibb County,22394,45340,5618,32.9562798,-87.14228949999999
0500000US01009,Alabama,Blount County,57826,48695,2703,34.0145152,-86.49965460000001
0500000US01011,Alabama,Bullock County,10101,32152,10285,32.0573536,-85.7256372
0500000US01013,Alabama,Butler County,19448,39109,2026,31.6760284,-86.6611083
0500000US01015,Alabama,Calhoun County,113605,45197,1578,33.7701576,-85.80766
0500000US01017,Alabama,Chambers County,33254,39872,2347,32.9028048,-85.35496499999999
0500000US01019,Alabama,Cherokee County,26196,41014,1931,34.1665322,-85.684578
0500000US01021,Alabama,Chilton County,44428,45182,3184,32.944392,-86.6611083
0500000US01023,Alabama,Choctaw County,12589,34884,2927,32.0716631,-88.24611829999999
0500000US01025,Alabama,Clarke County,23622,36127,4237,31.7002461,-87.77633329999999
0500000US01027,Alabama,Clay County,13235,41225,4334,33.279527,-85.84862360000001
0500000US01029,Alabama,Cleburne County,14910,40188,4625,33.6261707,-85.52002399999999
0500000US01031,Alabama,Coffee County,52342,53155,2474,31.4751172,-86.0121573
0500000US01033,Alabama,Colbert County,55241,47558,2607,34.7117567,-87.89424509999999
0500000US01035,Alabama,Conecuh County,12067,33177,2481,31.501571,-86.9824288
0500000US01037,Alabama,Coosa County,10663,38301,3436,32.8897772,-86.2196937
0500000US01039,Alabama,Covington County,37049,40601,1923,31.3066438,-86.49965460000001
0500000US01041,Alabama,Crenshaw County,13772,39812,2817,31.6671872,-86.3376761
0500000US01043,Alabama,Cullman County,83768,42558,1523,34.2011537,-86.8220341
0500000US01045,Alabama,Dale County,49172,45960,2816,31.4645298,-85.684578
0500000US01047,Alabama,Dallas County,37196,31602,1447,32.2332138,-87.14228949999999
0500000US01049,Alabama,DeKalb County,71513,39233,2081,34.5211397,-85.684578
0500000US01051,Alabama,Elmore County,81209,59347,2721,32.5647083,-86.0121573
0500000US01053,Alabama,Escambia County,36633,35000,3118,31.1394734,-87.14228949999999
0500000US01055,Alabama,Etowah County,102268,44023,1776,34.0455341,-86.05296039999999
0500000US01057,Alabama,Fayette County,16302,37458,3109,33.6871392,-87.77633329999999
0500000US01059,Alabama,Franklin County,31362,40459,2822,34.3967457,-87.6186379
0500000US01061,Alabama,Geneva County,26271,38142,3168,31.0990456,-85.684578
0500000US01063,Alabama,Greene County,8111,21804,4672,32.9718107,-87.9334803
0500000US01065,Alabama,Hale County,14651,30571,4241,32.7859102,-87.6186379
0500000US01067,Alabama,Henry County,17205,48610,3806,31.4469377,-85.1894045
0500000US01069,Alabama,Houston County,105882,45496,941,31.1318686,-85.31362179999999
0500000US01071,Alabama,Jackson County,51626,39816,1602,34.7090388,-86.0121573
0500000US01073,Alabama,Jefferson County,658573,51979,687,33.4914122,-86.9824288
0500000US01075,Alabama,Lamar County,13805,36756,2887,33.6923649,-88.0900762
0500000US01077,Alabama,Lauderdale County,92729,46265,1490,34.8840876,-87.658113
0500000US01079,Alabama,Lawrence County,32924,44515,2491,34.567428,-87.30161319999999
0500000US01081,Alabama,Lee County,164542,48056,1506,32.5888702,-85.39627689999999
0500000US01083,Alabama,Limestone County,98915,56460,3118,34.78000720000001,-86.9423801
0500000US01085,Alabama,Lowndes County,9726,30833,3373,32.221464,-86.6611083
0500000US01087,Alabama,Macon County,18068,32074,2430,32.3731182,-85.684578
0500000US01089,Alabama,Madison County,372909,63417,1447,34.72397309999999,-86.49965460000001
0500000US01091,Alabama,Marengo County,18863,32809,3613,32.2459085,-87.77633329999999
0500000US01093,Alabama,Marion County,29709,35392,3171,34.0441174,-87.77633329999999
0500000US01095,Alabama,Marshall County,96774,42490,1703,34.3652297,-86.3376761
0500000US01097,Alabama,Mobile County,413210,46166,1129,30.6082227,-88.24611829999999
0500000US01099,Alabama,Monroe County,20733,30141,4709,31.5119068,-87.460397
0500000US01101,Alabama,Montgomery County,226486,47990,1315,32.2077447,-86.17517590000001
0500000US01103,Alabama,Morgan County,119679,49751,2001,34.4240875,-86.86218269999999
0500000US01105,Alabama,Perry County,8923,23561,2573,32.598888,-87.30161319999999
0500000US01107,Alabama,Pickens County,19930,37458,3062,33.3339954,-88.0900762
0500000US01109,Alabama,Pike County,33114,34678,3262,31.8395163,-86.0121573
0500000US01111,Alabama,Randolph County,22722,41449,3941,33.2681523,-85.52002399999999
0500000US01113,Alabama,Russell County,57961,40978,2192,32.3552497,-85.1894045
0500000US01115,Alabama,St. Clair County,89512,54887,2057,33.6530112,-86.3376761
0500000US01117,Alabama,Shelby County,217702,75761,1348,33.3039292,-86.6611083
0500000US01119,Alabama,Sumter County,12427,23132,2361,32.6155551,-88.24611829999999
0500000US01121,Alabama,Talladega County,79978,41012,1513,33.4231716,-86.1344697
0500000US01123,Alabama,Tallapoosa County,40367,43361,3489,32.9201244,-85.84862360000001
0500000US01125,Alabama,Tuscaloosa County,209355,52221,1240,33.3227653,-87.460397
0500000US01127,Alabama,Walker County,63521,41748,1803,33.8563605,-87.30161319999999
0500000US01129,Alabama,Washington County,16326,40794,3442,31.3422346,-88.24611829999999
0500000US01131,Alabama,Wilcox County,10373,27237,4033,32.0105439,-87.3413599
0500000US01133,Alabama,Winston County,23629,38504,3600,34.1690087,-87.3413599
0500000US02013,Alaska,Aleutians East Borough,3337,69706,4788,55.53880059999999,-161.8988535
0500000US02016,Alaska,Aleutians West Census Area,5634,85517,3718,52.3232697,-174.1596072
0500000US02020,Alaska,Anchorage Municipality,288000,83280,1770,61.2180556,-149.9002778
0500000US02050,Alaska,Bethel Census Area,18386,54212,2972,61.09344600000001,-160.8640773
0500000US02060,Alaska,Bristol Bay Borough,836,84688,10676,58.7578504,-156.7792687
0500000US02068,Alaska,Denali Borough,2097,84196,7160,63.82571729999999,-149.7317835
0500000US02070,Alaska,Dillingham Census Area,4916,58750,4339,59.80677919999999,-157.7242585
0500000US02090,Alaska,Fairbanks North Star Borough,96849,77095,2705,64.9526102,-146.4744154
0500000US02100,Alaska,Haines Borough,2530,64342,19415,59.1392237,-135.0
0500000US02105,Alaska,Hoonah-Angoon Census Area,2148,63603,6054,58.31765049999999,-136.0390896
0500000US02110,Alaska,Juneau City and Borough,31974,88213,3956,58.3019444,-134.4197221
0500000US02122,Alaska,Kenai Peninsula Borough,58708,66684,2674,60.0858486,-151.382264
0500000US02130,Alaska,Ketchikan Gateway Borough,13901,70356,3342,55.5103345,-131.389286
0500000US02150,Alaska,Kodiak Island Borough,12998,78281,9886,57.53693430000001,-153.2659352
0500000US02158,Alaska,Kusilvak Census Area,8314,35539,3260,62.1458336,-162.891919
0500000US02164,Alaska,Lake and Peninsula Borough,1592,46406,5186,58.0458356,-156.5982286
0500000US02170,Alaska,Matanuska-Susitna Borough,108317,75905,1736,62.2599347,-150.1729153
0500000US02180,Alaska,Nome Census Area,10004,58987,3166,64.8329974,-164.256602
0500000US02185,Alaska,North Slope Borough,9832,75431,13210,69.05787579999999,-152.8628274
0500000US02188,Alaska,Northwest Arctic Borough,7621,62949,3677,67.2872981,-160.0342624
0500000US02195,Alaska,Petersburg Borough,3266,66907,2820,56.8124267,-132.9554472
0500000US02198,Alaska,Prince of Wales-Hyder Census Area,6203,54191,2561,55.3242244,-132.6044581
0500000US02220,Alaska,Sitka City and Borough,8493,71534,4048,57.0530556,-135.33
0500000US02230,Alaska,Skagway Municipality,1183,72237,5731,59.45540250000001,-135.315279
0500000US02240,Alaska,Southeast Fairbanks Census Area,6893,71541,6871,63.9603869,-143.6296999
0500000US02261,Alaska,Valdez-Cordova Census Area,9202,82306,5784,61.4787707,-144.1147195
0500000US02275,Alaska,Wrangell City and Borough,2502,57583,7200,56.4708333,-132.3766666
0500000US02282,Alaska,Yakutat City and Borough,579,65833,9645,59.5469878,-139.7272808
0500000US02290,Alaska,Yukon-Koyukuk Census Area,5230,40000,2340,65.8443666,-153.4302993
0500000US04001,Arizona,Apache County,71887,32963,1614,35.5313224,-109.3783206
0500000US04003,Arizona,Cochise County,125922,48649,1372,31.82845799999999,-109.949686
0500000US04005,Arizona,Coconino County,143476,57616,1629,35.6647545,-111.4752851
0500000US04007,Arizona,Gila County,54018,42092,1810,33.6370567,-110.5215459
0500000US04009,Arizona,Graham County,38837,51352,2134,33.076805,-109.7591675
0500000US04011,Arizona,Greenlee County,9498,60962,3549,33.2405598,-109.2831531
0500000US04012,Arizona,La Paz County,21108,33333,5547,34.0061091,-113.9536466
0500000US04013,Arizona,Maricopa County,4485414,61606,305,33.2917968,-112.4291464
0500000US04015,Arizona,Mohave County,212181,43266,1301,35.2143346,-113.7632828
0500000US04017,Arizona,Navajo County,110924,40054,1508,35.4019765,-110.1402594
0500000US04019,Arizona,Pima County,1047279,51037,502,32.057499,-111.6660725
0500000US04021,Arizona,Pinal County,462789,55550,944,32.8162061,-111.2845025
0500000US04023,Arizona,Santa Cruz County,46498,40467,2823,31.5986127,-110.8076084
0500000US04025,Arizona,Yavapai County,235099,50180,1188,34.6463981,-112.4291464
0500000US04027,Arizona,Yuma County,213787,44058,1027,32.6527533,-113.9536466
0500000US05001,Arkansas,Arkansas County,17486,39466,2862,34.2354138,-91.28910359999999
0500000US05003,Arkansas,Ashley County,19657,39635,2381,33.1565939,-91.7538817
0500000US05005,Arkansas,Baxter County,41932,41481,1723,36.3261815,-92.38136209999999
0500000US05007,Arkansas,Benton County,279141,64141,973,36.2661518,-94.479976
0500000US05009,Arkansas,Boone County,37432,43262,1685,36.3118662,-93.0175712
0500000US05011,Arkansas,Bradley County,10763,39510,1964,33.5081368,-92.2236667
0500000US05013,Arkansas,Calhoun County,5189,44022,5407,33.5020885,-92.539603
0500000US05015,Arkansas,Carroll County,28380,43505,2576,36.2987495,-93.5003454
0500000US05017,Arkansas,Chicot County,10118,33051,2405,33.3419551,-91.28910359999999
0500000US05019,Arkansas,Clark County,22320,39752,3177,34.0232374,-93.17796589999999
0500000US05021,Arkansas,Clay County,14551,33935,3014,36.3492244,-90.37483540000001
0500000US05023,Arkansas,Cleburne County,24919,43391,3877,35.4605769,-92.0665197
0500000US05025,Arkansas,Cleveland County,7956,42460,5180,33.86580070000001,-92.2236667
0500000US05027,Arkansas,Columbia County,23457,36148,2798,33.1285176,-93.17796589999999
0500000US05029,Arkansas,Conway County,20846,41196,3290,35.2727492,-92.6983868
0500000US05031,Arkansas,Craighead County,110332,45868,1769,35.8260959,-90.6773046
0500000US05033,Arkansas,Crawford County,63257,46619,1940,35.5762761,-94.315422
0500000US05035,Arkansas,Crittenden County,47955,39002,3326,35.3021443,-90.37483540000001
0500000US05037,Arkansas,Cross County,16419,43838,3033,35.2998913,-90.8294002
0500000US05039,Arkansas,Dallas County,7009,36628,4304,34.0346533,-92.6983868
0500000US05041,Arkansas,Desha County,11361,30234,3199,33.8773585,-91.44346900000001
0500000US05043,Arkansas,Drew County,18219,43014,6583,33.5156463,-91.7538817
0500000US05045,Arkansas,Faulkner County,126007,51930,2657,35.1035858,-92.38136209999999
0500000US05047,Arkansas,Franklin County,17715,39463,2378,35.5927966,-93.8248241
0500000US05049,Arkansas,Fulton County,12477,36184,3839,36.3797374,-91.7928402
0500000US05051,Arkansas,Garland County,99386,43146,1686,34.5559285,-93.17796589999999
0500000US05053,Arkansas,Grant County,18265,51920,3608,34.2628015,-92.4208713
0500000US05055,Arkansas,Greene County,45325,47497,2882,36.1314931,-90.563609
0500000US05057,Arkansas,Hempstead County,21532,41355,3621,33.6530112,-93.66232389999999
0500000US05059,Arkansas,Hot Spring County,33771,41262,1831,34.3393795,-92.97755579999999
0500000US05061,Arkansas,Howard County,13202,35900,4446,34.1318213,-94.028678
0500000US05063,Arkansas,Independence County,37825,43523,2344,35.8174139,-91.5983959
0500000US05065,Arkansas,Izard County,13629,40218,3817,36.1610924,-91.9099238
0500000US05067,Arkansas,Jackson County,16719,33174,2693,35.6479574,-91.13530200000001
0500000US05069,Arkansas,Jefferson County,66824,38289,2040,34.227351,-91.9099238
0500000US05071,Arkansas,Johnson County,26578,37170,1845,35.6026275,-93.5003454
0500000US05073,Arkansas,Lafayette County,6624,32412,3163,33.2511695,-93.62178019999999
0500000US05075,Arkansas,Lawrence County,16406,38528,2394,35.9969735,-91.13530200000001
0500000US05077,Arkansas,Lee County,8857,28367,5453,34.7712669,-90.8294002
0500000US05079,Arkansas,Lincoln County,13024,45166,10567,33.9185116,-91.714958
0500000US05081,Arkansas,Little River County,12259,45388,4435,33.6808926,-94.19234000000002
0500000US05083,Arkansas,Logan County,21466,39748,2062,35.2475011,-93.66232389999999
0500000US05085,Arkansas,Lonoke County,73309,57509,2386,34.7591647,-91.9099238
0500000US05087,Arkansas,Madison County,16576,43891,3623,35.9466415,-93.66232389999999
0500000US05089,Arkansas,Marion County,16694,35518,3067,36.3194702,-92.6983868
0500000US05091,Arkansas,Miller County,43257,41903,1899,33.3335556,-93.86553029999999
0500000US05093,Arkansas,Mississippi County,40651,37237,1966,35.8279728,-90.0746767
0500000US05095,Arkansas,Monroe County,6701,35190,6580,34.5918747,-91.13530200000001
0500000US05097,Arkansas,Montgomery County,8986,37855,4283,34.5424074,-93.66232389999999
0500000US05099,Arkansas,Nevada County,8252,37635,4786,33.6621386,-93.33889169999999
0500000US05101,Arkansas,Newton County,7753,39896,6153,35.9603994,-93.17796589999999
0500000US05103,Arkansas,Ouachita County,23382,34887,2524,33.5828512,-92.9375739
0500000US05105,Arkansas,Perry County,10455,46071,6434,34.96032,-92.8976254
0500000US05107,Arkansas,Phillips County,17782,29263,3332,34.4611206,-90.86751339999999
0500000US05109,Arkansas,Pike County,10718,37406,4126,34.1876975,-93.66232389999999
0500000US05111,Arkansas,Poinsett County,23528,39277,2374,35.6078586,-90.6393702
0500000US05113,Arkansas,Polk County,19964,37035,1890,34.5268097,-94.15137639999999
0500000US05115,Arkansas,Pope County,64072,41914,2119,35.440627,-93.0175712
0500000US05117,Arkansas,Prairie County,8062,41846,2815,34.7636336,-91.5983959
0500000US05119,Arkansas,Pulaski County,391911,50093,1057,34.75386150000001,-92.2236667
0500000US05121,Arkansas,Randolph County,17958,36870,2599,36.3457918,-90.9820668
0500000US05123,Arkansas,St. Francis County,24994,35356,2573,34.9926533,-90.7152749
0500000US05125,Arkansas,Saline County,122437,62152,2102,34.5708215,-92.539603
0500000US05127,Arkansas,Scott County,10281,35509,4950,34.8854732,-93.9878427
0500000US05129,Arkansas,Searcy County,7881,36390,3678,35.9721,-92.6983868
0500000US05131,Arkansas,Sebastian County,127827,43240,1558,35.2260397,-94.315422
0500000US05133,Arkansas,Sevier County,17007,46667,3229,34.0346222,-94.27436279999999
0500000US05135,Arkansas,Sharp County,17442,33708,3260,36.16759740000001,-91.44346900000001
0500000US05137,Arkansas,Stone County,12506,36162,3184,35.8075142,-92.2236667
0500000US05139,Arkansas,Union County,38682,44000,2866,33.1431092,-92.539603
0500000US05141,Arkansas,Van Buren County,16545,36897,2259,35.6266232,-92.539603
0500000US05143,Arkansas,Washington County,239187,49629,1197,35.9307703,-94.15137639999999
0500000US05145,Arkansas,White County,78753,43822,2407,35.2900612,-91.7538817
0500000US05147,Arkansas,Woodruff County,6320,31023,3645,35.1215846,-91.13530200000001
0500000US05149,Arkansas,Yell County,21341,42361,2804,35.0810824,-93.33889169999999
0500000US06001,California,Alameda County,1671329,92574,1023,37.6016892,-121.7195459
0500000US06003,California,Alpine County,1129,64688,12933,38.5940736,-119.8815203
0500000US06005,California,Amador County,39752,61198,3241,38.3488921,-120.7740931
0500000US06007,California,Butte County,219186,48443,1477,39.6253952,-121.5370003
0500000US06009,California,Calaveras County,45905,58151,3310,38.1960477,-120.6805037
0500000US06011,California,Colusa County,21547,56704,4501,39.1040645,-122.2653887
0500000US06013,California,Contra Costa County,1153526,93712,926,37.8534093,-121.9017954
0500000US06015,California,Del Norte County,27812,45258,5035,41.7076287,-123.9659708
0500000US06017,California,El Dorado County,192843,80582,2117,38.74263759999999,-120.4357631
0500000US06019,California,Fresno County,999101,51261,808,36.9858984,-119.2320784
0500000US06021,California,Glenn County,28393,47395,3209,39.6437813,-122.4467238
0500000US06023,California,Humboldt County,135558,45528,1359,40.7450055,-123.8695086
0500000US06025,California,Imperial County,181215,45834,1861,33.0113694,-115.4733554
0500000US06027,California,Inyo County,18039,52874,3230,36.3091865,-117.5495846
0500000US06029,California,Kern County,900202,52479,729,35.4937274,-118.8596804
0500000US06031,California,Kings County,152940,53865,2352,36.0988489,-119.8815203
0500000US06033,California,Lake County,64386,42475,2511,39.08396440000001,-122.8084496
0500000US06035,California,Lassen County,30573,56362,1943,40.5394389,-120.7120023
0500000US06037,California,Los Angeles County,10039107,64251,247,34.0522265,-118.2436596
0500000US06039,California,Madera County,157327,52884,1923,37.251926,-119.6962677
0500000US06041,California,Marin County,258826,110217,3332,38.083403,-122.7633036
0500000US06043,California,Mariposa County,17203,51199,3487,37.4893626,-119.9679294
0500000US06045,California,Mendocino County,86749,49233,2356,39.5500194,-123.438353
0500000US06047,California,Merced County,277680,50129,1671,37.2009788,-120.7120023
0500000US06049,California,Modoc County,8841,45149,5555,41.4565165,-120.629366
0500000US06051,California,Mono County,14444,63018,5826,37.9218608,-118.9528645
0500000US06053,California,Monterey County,434061,66676,1234,36.3136201,-121.3541631
0500000US06055,California,Napa County,137744,84753,2198,38.5024689,-122.2653887
0500000US06057,California,Nevada County,99755,63240,1916,39.1346666,-121.1710389
0500000US06059,California,Orange County,3175692,85398,719,33.7174708,-117.8311428
0500000US06061,California,Placer County,398329,84357,1469,39.0915751,-120.8039474
0500000US06063,California,Plumas County,18807,53270,3391,39.99268319999999,-120.8039474
0500000US06065,California,Riverside County,2470546,63948,454,33.9532966,-117.3961192
0500000US06067,California,Sacramento County,1552058,63902,512,38.47467,-121.3541631
0500000US06069,California,San Benito County,62808,81977,4226,36.5760883,-120.9876321
0500000US06071,California,San Bernardino County,2180085,60164,626,34.9592083,-116.419389
0500000US06073,California,San Diego County,3338330,74855,578,32.7157305,-117.1610966
0500000US06075,California,San Francisco County,881549,104552,1533,37.7749295,-122.4194155
0500000US06077,California,San Joaquin County,762148,61145,1022,37.9175935,-121.1710389
0500000US06079,California,San Luis Obispo County,283111,70699,1500,35.3102296,-120.4357631
0500000US06081,California,San Mateo County,766573,113776,1672,37.4337342,-122.4014193
0500000US06083,California,Santa Barbara County,446499,71657,1476,34.4208321,-119.6982057
0500000US06085,California,Santa Clara County,1927852,116178,938,37.3336581,-121.8907041
0500000US06087,California,Santa Cruz County,273213,78041,1462,37.0453988,-121.9579578
0500000US06089,California,Shasta County,180080,50905,1445,40.7908864,-121.8474493
0500000US06091,California,Sierra County,3005,48125,7465,39.5532845,-120.2512728
0500000US06093,California,Siskiyou County,43539,44200,2158,41.7743261,-122.5770126
0500000US06095,California,Solano County,447643,77609,1309,38.3104969,-121.9017954
0500000US06097,California,Sonoma County,494336,76753,1039,38.5779555,-122.9888319
0500000US06099,California,Stanislaus County,550660,57387,1316,37.5090711,-120.9876321
0500000US06101,California,Sutter County,96971,56955,2206,39.0219764,-121.6739371
0500000US06103,California,Tehama County,65084,42899,2347,40.0982197,-122.174605
0500000US06105,California,Trinity County,12285,38497,4689,40.6329485,-123.0622553
0500000US06107,California,Tulare County,466195,47518,1141,36.1341739,-118.8596804
0500000US06109,California,Tuolumne County,54478,56493,3992,38.029655,-119.9740534
0500000US06111,California,Ventura County,846006,84017,1199,34.3704884,-119.1390642
0500000US06113,California,Yolo County,220500,65923,2023,38.7646021,-121.9017954
0500000US06115,California,Yuba County,78668,52624,2827,39.2547027,-121.3998995
0500000US08001,Colorado,Adams County,517421,67575,991,39.8398269,-104.1930918
0500000US08003,Colorado,Alamosa County,16233,39191,4112,37.654039,-105.876004
0500000US08005,Colorado,Arapahoe County,656590,73925,902,39.62031,-104.332644
0500000US08007,Colorado,Archuleta County,14029,50753,5030,37.1604318,-107.0067031
0500000US08009,Colorado,Baca County,3581,37500,2954,37.394731,-102.5298028
0500000US08011,Colorado,Bent County,5577,34392,6115,38.0036339,-103.0817903
0500000US08013,Colorado,Boulder County,326196,78642,1583,40.1512114,-105.5005483
0500000US08014,Colorado,Broomfield County,70465,89624,4013,39.9205411,-105.0866504
0500000US08015,Colorado,Chaffee County,20356,54580,3158,38.7536679,-106.2522143
0500000US08017,Colorado,Cheyenne County,1831,55227,5083,38.8002562,-102.6216211
0500000US08019,Colorado,Clear Creek County,9700,69936,4503,39.6904464,-105.6412527
0500000US08021,Colorado,Conejos County,8205,34746,3572,37.2689711,-106.2522143
0500000US08023,Colorado,Costilla County,3887,30593,3298,37.2049596,-105.5005483
0500000US08025,Colorado,Crowley County,6061,37586,5569,38.2498631,-103.8216261
0500000US08027,Colorado,Custer County,5068,44644,9674,38.0615578,-105.3131185
0500000US08029,Colorado,Delta County,31162,44512,3534,38.8531357,-107.763621
0500000US08031,Colorado,Denver County,727211,63793,757,39.7392358,-104.990251
0500000US08033,Colorado,Dolores County,2055,41714,7892,37.7530272,-108.5225709
0500000US08035,Colorado,Douglas County,351154,115314,2028,39.2587106,-104.9388853
0500000US08037,Colorado,Eagle County,55127,84685,4478,39.576406,-106.7234639
0500000US08039,Colorado,Elbert County,26729,96658,4279,39.35370040000001,-104.1930918
0500000US08041,Colorado,El Paso County,720403,65334,786,38.9108325,-104.4723301
0500000US08043,Colorado,Fremont County,47839,46296,2175,38.5306514,-105.5005483
0500000US08045,Colorado,Garfield County,60061,72898,3801,39.6584775,-107.763621
0500000US08047,Colorado,Gilpin County,6243,75120,6107,39.8770159,-105.4536718
0500000US08049,Colorado,Grand County,15734,70469,6695,40.0727382,-106.0640179
0500000US08051,Colorado,Gunnison County,17462,54979,3938,38.6437083,-107.0067031
0500000US08053,Colorado,Hinsdale County,820,52188,11724,37.9316309,-107.3848831
0500000US08055,Colorado,Huerfano County,6897,36705,3945,37.6125984,-104.9388853
0500000US08057,Colorado,Jackson County,1392,48828,8122,40.6819242,-106.2522143
0500000US08059,Colorado,Jefferson County,582881,78943,1142,39.5800298,-105.2662931
0500000US08061,Colorado,Kiowa County,1406,39784,3824,38.3769671,-102.7135121
0500000US08063,Colorado,Kit Carson County,7097,51046,4399,39.3844507,-102.5298028
0500000US08065,Colorado,Lake County,8127,46918,4775,39.1941167,-106.2992912
0500000US08067,Colorado,La Plata County,56221,64372,2658,37.2125857,-107.763621
0500000US08069,Colorado,Larimer County,356899,67664,1346,40.6955572,-105.5943388
0500000US08071,Colorado,Las Animas County,14506,41945,3628,37.2994909,-104.1001326
0500000US08073,Colorado,Lincoln County,5701,49423,6527,39.0457549,-103.3587288
0500000US08075,Colorado,Logan County,22409,48922,4300,40.7056181,-102.989615
0500000US08077,Colorado,Mesa County,154210,53683,1202,38.9585381,-108.6175626
0500000US08079,Colorado,Mineral County,769,61058,4934,37.6583677,-107.0067031
